X,session,site,habitat,octocoral,stony,relief_cm,species_order,family,binomial,species,size_bin,predator_presence,nocturnal,position,behavior,max_length,colouration,cryptic_behaviour,SVC_date,SVC_max_depth,SVC_area,SVC_abundance,SVC_density,prey_date,prey_depth,prey_area,prey_abundance,prey_density,SVC_prey_difference,total_density,log_difference,average_depth,colouration2,shape,fnt_group,size_bin_char
1718,168,KL-P11,Patch,50,5,33.76,Perciformes,Pomacanthidae,Pomacanthus arcuatus,gray angelfish,2,0,0,demersal,solitary,60,none,0,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,1,0.00833333333333333,-0.00833333333333333,0.00833333333333333,-2.23359222150709,8.25,neutral,compressiform,omnivore,2
1719,168,KL-P11,Patch,50,5,33.76,Perciformes,Pomacanthidae,Pomacanthus arcuatus,gray angelfish,5,0,0,demersal,solitary,60,none,0,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,2,0.0166666666666667,-0.0166666666666667,0.0166666666666667,-2.87167962488401,8.25,neutral,compressiform,omnivore,5
1720,168,KL-P11,Patch,50,5,33.76,Perciformes,Labridae,Lachnolaimus maximus,hogfish,5,0,0,demersal,solitary,91,cryptic,0,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,1,0.00833333333333333,-0.00833333333333333,0.00833333333333333,-2.23359222150709,8.25,colourful,compressiform,invertivore,5
1721,168,KL-P11,Patch,50,5,33.76,Perciformes,Labridae,Lachnolaimus maximus,hogfish,6,0,0,demersal,solitary,91,cryptic,0,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,2,0.0166666666666667,-0.0166666666666667,0.0166666666666667,-2.87167962488401,8.25,colourful,compressiform,invertivore,6
1722,168,KL-P11,Patch,50,5,33.76,Perciformes,Acanthuridae,Acanthurus tractus,ocean surgeonfish,2,0,0,demersal,solitary,35,none,0,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,1,0.00833333333333333,-0.00833333333333333,0.00833333333333333,-2.23359222150709,8.25,neutral,compressiform,herbivore,2
1723,168,KL-P11,Patch,50,5,33.76,Perciformes,Pomacanthidae,Holacanthus ciliaris,queen angelfish,1,0,0,demersal,solitary,45,conspicuous,0,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,1,0.00833333333333333,-0.00833333333333333,0.00833333333333333,-2.23359222150709,8.25,colourful,compressiform,invertivore,1
1724,168,KL-P11,Patch,50,5,33.76,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,2,0,0,demersal,shoaling,28,cryptic,1,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,7,0.0583333333333333,-0.0583333333333333,0.0583333333333333,-4.08317126162398,8.25,colourful,fusiform,herbivore,2
1725,168,KL-P11,Patch,50,5,33.76,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,4,0,0,demersal,shoaling,28,cryptic,1,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,1,0.00833333333333333,-0.00833333333333333,0.00833333333333333,-2.23359222150709,8.25,colourful,fusiform,herbivore,4
1726,168,KL-P11,Patch,50,5,33.76,Perciformes,Chaenopsidae,Acanthemblemaria aspera,roughhead blenny,1,0,0,benthic,solitary,4,cryptic,1,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,6,0.05,-0.05,0.05,-3.93182563272433,8.25,camouflage,elongated,invertivore,1
1727,168,KL-P11,Patch,50,5,33.76,Perciformes,Lutjanidae,Lutjanus apodus,schoolmaster snapper,3,0,0,demersal,solitary,67.2,none,1,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,1,0.00833333333333333,-0.00833333333333333,0.00833333333333333,-2.23359222150709,8.25,colourful,fusiform,carnivore,3
1728,168,KL-P11,Patch,50,5,33.76,Tetraodontiformes,Tetraodontidae,Canthigaster rostrata,sharpnose puffer,1,0,0,demersal,solitary,12,conspicuous,0,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,1,0.00833333333333333,-0.00833333333333333,0.00833333333333333,-2.23359222150709,8.25,colourful,globiform,omnivore,1
1729,168,KL-P11,Patch,50,5,33.76,Perciformes,Chaetodontidae,Chaetodon ocellatus,spotfin butterflyfish,2,0,0,demersal,solitary,20,conspicuous,0,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,1,0.00833333333333333,-0.00833333333333333,0.00833333333333333,-2.23359222150709,8.25,colourful,compressiform,invertivore,2
1730,168,KL-P11,Patch,50,5,33.76,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,2,0,0,demersal,shoaling,50,none,0,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,7,0.0583333333333333,-0.0583333333333333,0.0583333333333333,-4.08317126162398,8.25,colourful,fusiform,omnivore,2
1731,168,KL-P11,Patch,50,5,33.76,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,3,0,0,demersal,shoaling,50,none,0,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,1,0.00833333333333333,-0.00833333333333333,0.00833333333333333,-2.23359222150709,8.25,colourful,fusiform,omnivore,3
1732,168,KL-P11,Patch,50,5,33.76,Perciformes,Pomacentridae,Stegastes planifrons,threespot damselfish,1,0,0,demersal,solitary,13,none,0,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,1,0.00833333333333333,-0.00833333333333333,0.00833333333333333,-2.23359222150709,8.25,neutral,compressiform,omnivore,1
1733,168,KL-P11,Patch,50,5,33.76,Perciformes,Pomacentridae,Stegastes planifrons,threespot damselfish,2,0,0,demersal,solitary,13,none,0,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,2,0.0166666666666667,-0.0166666666666667,0.0166666666666667,-2.87167962488401,8.25,neutral,compressiform,omnivore,2
1734,168,KL-P11,Patch,50,5,33.76,Perciformes,Haemulidae,Haemulon plumierii,white grunt,4,0,0,demersal,schooling,59,none,0,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,4,0.0333333333333333,-0.0333333333333333,0.0333333333333333,-3.53611669956153,8.25,silvering,compressiform,carnivore,4
1735,168,KL-P11,Patch,50,5,33.76,Perciformes,Haemulidae,Haemulon plumierii,white grunt,5,0,0,demersal,schooling,59,none,0,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,2,0.0166666666666667,-0.0166666666666667,0.0166666666666667,-2.87167962488401,8.25,silvering,compressiform,carnivore,5
1736,168,KL-P11,Patch,50,5,33.76,Perciformes,Lutjanidae,Ocyurus chrysurus,yellowtail snapper,3,0,0,demersal,schooling,86.3,conspicuous,0,2014-09-25,10,28.27433388,0,0,2014-09-25,6.5,120,1,0.00833333333333333,-0.00833333333333333,0.00833333333333333,-2.23359222150709,8.25,colourful,fusiform,carnivore,3
1744,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Pomacentridae,Stegastes xanthurus,cocoa damselfish,2,0,0,demersal,solitary,12.5,conspicuous,0,2014-09-25,10,78.53981634,2,0.0254647908946205,2014-09-25,6.95,200,0,0,0.0254647908946205,0.0254647908946205,3.27581520407415,8.475,neutral,compressiform,omnivore,2
1745,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Chaetodontidae,Chaetodon capistratus,foureye butterflyfish,1,0,0,demersal,solitary,7.5,conspicuous,1,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,2,0.01,0.00273239544731026,0.0227323954473103,0.221862399885366,8.475,colourful,compressiform,invertivore,1
1746,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Haemulidae,Haemulon flavolineatum,french grunt,1,0,0,demersal,schooling,30,none,1,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,11,0.055,-0.0422676045526897,0.0677323954473103,-1.40559401805141,8.475,colourful,fusiform,invertivore,1
1747,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Acanthuridae,Acanthurus coeruleus,blue tang,3,0,0,demersal,solitary,36,cryptic,0,2014-09-25,10,78.53981634,4,0.050929581789241,2014-09-25,6.95,200,0,0,0.050929581789241,0.050929581789241,3.94988860446815,8.475,colourful,compressiform,herbivore,3
1748,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Haemulidae,Haemulon plumierii,white grunt,2,0,0,demersal,schooling,59,none,0,2014-09-25,10,78.53981634,5.25,0.0668450760983789,2014-09-25,6.95,200,18,0.09,-0.0231549239016211,0.156845076098379,-0.293632693269053,8.475,silvering,compressiform,carnivore,2
1749,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Labridae,Scarus iseri,striped parrotfish,1,0,0,demersal,shoaling,35,conspicuous,0,2014-09-25,10,78.53981634,5.5,0.0700281749602064,2014-09-25,6.95,200,44,0.22,-0.149971825039794,0.290028174960206,-1.13508607276736,8.475,colourful,fusiform,herbivore,1
1750,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,5,1,1,demersal,schooling,89,none,0,2014-09-25,10,78.53981634,3.75,0.0477464829274135,2014-09-25,6.95,200,3,0.015,0.0327464829274135,0.0627464829274135,1.1140443275228,8.475,silvering,fusiform,carnivore,5
1751,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Pomacentridae,Abudefduf saxatilis,sergeant major,1,0,0,demersal,shoaling,23,conspicuous,0,2014-09-25,10,78.53981634,3.75,0.0477464829274135,2014-09-25,6.95,200,12,0.06,-0.0122535170725865,0.107746482927413,-0.224240814410734,8.475,colourful,compressiform,omnivore,1
1752,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Haemulidae,Haemulon sciurus,bluestriped grunt,4,0,0,demersal,schooling,46,none,0,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,3,0.015,-0.00226760455268974,0.0277323954473103,-0.152831049556044,8.475,colourful,fusiform,invertivore,4
1753,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Haemulidae,Haemulon sciurus,bluestriped grunt,5,0,0,demersal,schooling,46,none,0,2014-09-25,10,78.53981634,5,0.0636619772365513,2014-09-25,6.95,200,6,0.03,0.0336619772365513,0.0936619772365513,0.735186146320044,8.475,colourful,fusiform,invertivore,5
1754,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,2,0,0,demersal,shoaling,50,none,0,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,10,0.05,-0.0372676045526897,0.0627323954473103,-1.31206796004059,8.475,colourful,fusiform,omnivore,2
1755,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,3,1,0,demersal,solitary,152,none,1,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,8.475,neutral,fusiform,carnivore,3
1756,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Pomacanthidae,Holacanthus ciliaris,queen angelfish,2,0,0,demersal,solitary,45,conspicuous,0,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,2,0.01,0.00273239544731026,0.0227323954473103,0.221862399885366,8.475,colourful,compressiform,invertivore,2
1757,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Labridae,Scarus coeruleus,blue parrotfish,1,0,0,demersal,solitary,90,none,1,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,8.475,neutral,fusiform,omnivore,1
1758,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Haemulidae,Anisotremus virginicus,porkfish,3,0,1,demersal,solitary,40.6,conspicuous,1,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,8.475,colourful,compressiform,invertivore,3
1759,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Acanthuridae,Acanthurus chirurgus,doctorfish,3,0,0,demersal,solitary,35,cryptic,0,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,1,0.005,0.00773239544731026,0.0177323954473103,0.827998203455683,8.475,neutral,compressiform,herbivore,3
1760,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Chaetodontidae,Chaetodon ocellatus,spotfin butterflyfish,4,0,0,demersal,solitary,20,conspicuous,0,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,8.475,colourful,compressiform,invertivore,4
1761,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,3,0,0,demersal,shoaling,28,cryptic,1,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,8.475,colourful,fusiform,herbivore,3
1762,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Acanthuridae,Acanthurus tractus,ocean surgeonfish,2,0,0,demersal,solitary,35,none,0,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,1,0.005,0.00773239544731026,0.0177323954473103,0.827998203455683,8.475,neutral,compressiform,herbivore,2
1763,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Labridae,Thalassoma bifasciatum,bluehead wrasse,2,0,0,demersal,shoaling,25,conspicuous,0,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,8.475,colourful,fusiform,planktivore,2
1764,169,KL-P13,Patch,40,15,29.0357142857143,Tetraodontiformes,Diodontidae,Diodon holocanthus,balloonfish,5,0,1,demersal,solitary,50,conspicuous,0,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,8.475,camouflage,globiform,invertivore,5
1765,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,1,0,demersal,solitary,145,none,1,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,8.475,neutral,fusiform,carnivore,6
1766,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Chaetodontidae,Chaetodon capistratus,foureye butterflyfish,2,0,0,demersal,solitary,7.5,conspicuous,1,2014-09-25,10,78.53981634,2,0.0254647908946205,2014-09-25,6.95,200,4,0.02,0.00546479089462052,0.0454647908946205,0.231292766350723,8.475,colourful,compressiform,invertivore,2
1767,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Haemulidae,Haemulon flavolineatum,french grunt,2,0,0,demersal,schooling,30,none,1,2014-09-25,10,78.53981634,2,0.0254647908946205,2014-09-25,6.95,200,49,0.245,-0.219535209105379,0.27046479089462,-2.22951633185822,8.475,colourful,fusiform,invertivore,2
1768,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Labridae,Scarus iseri,striped parrotfish,2,0,0,demersal,shoaling,35,conspicuous,0,2014-09-25,10,78.53981634,15.5,0.197352129433309,2014-09-25,6.95,200,75,0.375,-0.177647870566691,0.572352129433309,-0.639545260750813,8.475,colourful,fusiform,herbivore,2
1769,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Haemulidae,Haemulon plumierii,white grunt,4,0,0,demersal,schooling,59,none,0,2014-09-25,10,78.53981634,0.75,0.0095492965854827,2014-09-25,6.95,200,37,0.185,-0.175450703414517,0.194549296585483,-2.86968749037579,8.475,silvering,compressiform,carnivore,4
1770,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,6,1,1,demersal,schooling,89,none,0,2014-09-25,10,78.53981634,1.25,0.0159154943091378,2014-09-25,6.95,200,0,0,0.0159154943091378,0.0159154943091378,2.82823002492941,8.475,silvering,fusiform,carnivore,6
1771,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Pomacentridae,Abudefduf saxatilis,sergeant major,2,0,0,demersal,shoaling,23,conspicuous,0,2014-09-25,10,78.53981634,1.25,0.0159154943091378,2014-09-25,6.95,200,4,0.02,-0.00408450569086218,0.0359154943091378,-0.216292412794013,8.475,colourful,compressiform,omnivore,2
1772,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Haemulidae,Haemulon plumierii,white grunt,5,0,0,demersal,schooling,59,none,0,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,9,0.045,-0.0322676045526897,0.0577323954473103,-1.20888372380536,8.475,silvering,compressiform,carnivore,5
1773,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Labridae,Scarus iseri,striped parrotfish,3,0,0,demersal,shoaling,35,conspicuous,0,2014-09-25,10,78.53981634,1,0.0127323954473103,2014-09-25,6.95,200,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,8.475,colourful,fusiform,herbivore,3
1774,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Ephippidae,Chaetodipterus faber,atlantic spadefish,5,1,0,demersal,schooling,91,conspicuous,1,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,1,0.005,-0.005,0.005,-1.79175946922805,8.475,silvering,compressiform,invertivore,5
1775,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Pomacentridae,Stegastes leucostictus,beaugregory,1,0,0,demersal,solitary,10,none,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,37,0.185,-0.185,0.185,-5.2257466737132,8.475,neutral,compressiform,omnivore,1
1776,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Pomacentridae,Stegastes leucostictus,beaugregory,2,0,0,demersal,solitary,10,none,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,42,0.21,-0.21,0.21,-5.35185813347607,8.475,neutral,compressiform,omnivore,2
1777,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Pomacentridae,Stegastes partitus,bicolor damselfish,1,0,0,demersal,solitary,10,conspicuous,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,3,0.015,-0.015,0.015,-2.77258872223978,8.475,colourful,compressiform,omnivore,1
1778,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Labridae,Scarus coeruleus,blue parrotfish,2,0,0,demersal,solitary,90,none,1,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,2,0.01,-0.01,0.01,-2.39789527279837,8.475,neutral,fusiform,omnivore,2
1779,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Gobiidae,Coryphopterus glaucofraenum,bridled goby,1,0,0,demersal,solitary,8,cryptic,1,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,23,0.115,-0.115,0.115,-4.75359019110636,8.475,camouflage,elongated,omnivore,1
1780,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Gobiidae,Coryphopterus glaucofraenum,bridled goby,2,0,0,demersal,solitary,8,cryptic,1,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,12,0.06,-0.06,0.06,-4.11087386417331,8.475,camouflage,elongated,omnivore,2
1781,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Serranidae,Hypoplectrus unicolor,butter hamlet,2,0,0,demersal,solitary,13,conspicuous,1,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,3,0.015,-0.015,0.015,-2.77258872223978,8.475,neutral,compressiform,carnivore,2
1782,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Gobiidae,Coryphopterus dicrus,colon goby,1,0,0,demersal,solitary,5,cryptic,1,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,1,0.005,-0.005,0.005,-1.79175946922805,8.475,camouflage,elongated,omnivore,1
1783,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Acanthuridae,Acanthurus chirurgus,doctorfish,1,0,0,demersal,solitary,35,cryptic,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,1,0.005,-0.005,0.005,-1.79175946922805,8.475,neutral,compressiform,herbivore,1
1784,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Pomacentridae,Stegastes adustus,dusky damselfish,1,0,0,demersal,solitary,15,none,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,1,0.005,-0.005,0.005,-1.79175946922805,8.475,neutral,compressiform,herbivore,1
1785,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Pomacanthidae,Pomacanthus paru,french angelfish,4,0,0,demersal,solitary,60,conspicuous,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,1,0.005,-0.005,0.005,-1.79175946922805,8.475,colourful,compressiform,omnivore,4
1786,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Gobiidae,Gnatholepis thompsoni,goldspot goby,1,0,0,demersal,solitary,5.6,cryptic,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,2,0.01,-0.01,0.01,-2.39789527279837,8.475,camouflage,elongated,omnivore,1
1787,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Gobiidae,Gnatholepis thompsoni,goldspot goby,2,0,0,demersal,solitary,5.6,cryptic,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,14,0.07,-0.07,0.07,-4.26267987704132,8.475,camouflage,elongated,omnivore,2
1788,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Pomacanthidae,Pomacanthus arcuatus,gray angelfish,4,0,0,demersal,solitary,60,none,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,1,0.005,-0.005,0.005,-1.79175946922805,8.475,neutral,compressiform,omnivore,4
1789,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,2,1,1,demersal,schooling,89,none,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,1,0.005,-0.005,0.005,-1.79175946922805,8.475,silvering,fusiform,carnivore,2
1790,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,4,1,1,demersal,schooling,89,none,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,1,0.005,-0.005,0.005,-1.79175946922805,8.475,silvering,fusiform,carnivore,4
1792,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Labridae,Lachnolaimus maximus,hogfish,4,0,0,demersal,solitary,91,cryptic,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,1,0.005,-0.005,0.005,-1.79175946922805,8.475,colourful,compressiform,invertivore,4
1793,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Gobiidae,Elacatinus oceanops,neon goby,1,0,0,demersal,solitary,5,conspicuous,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,1,0.005,-0.005,0.005,-1.79175946922805,8.475,colourful,elongated,invertivore,1
1794,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Acanthuridae,Acanthurus tractus,ocean surgeonfish,1,0,0,demersal,solitary,35,none,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,1,0.005,-0.005,0.005,-1.79175946922805,8.475,neutral,compressiform,herbivore,1
1795,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Acanthuridae,Acanthurus tractus,ocean surgeonfish,3,0,0,demersal,solitary,35,none,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,1,0.005,-0.005,0.005,-1.79175946922805,8.475,neutral,compressiform,herbivore,3
1796,169,KL-P13,Patch,40,15,29.0357142857143,Perciformes,Pomacanthidae,Holacanthus ciliaris,queen angelfish,1,0,0,demersal,solitary,45,conspicuous,0,2014-09-25,10,78.53981634,0,0,2014-09-25,6.95,200,1,0.005,-0.005,0.005,-1.79175946922805,8.475,colourful,compressiform,invertivore,1
