X,session,site,habitat,octocoral,stony,relief_cm,species_order,family,binomial,species,size_bin,predator_presence,nocturnal,position,behavior,max_length,colouration,cryptic_behaviour,SVC_date,SVC_max_depth,SVC_area,SVC_abundance,SVC_density,pred_date,pred_depth,pred_area,pred_abundance,pred_density,SVC_pred_difference,total_density,log_difference,average_depth,colouration2,shape,fnt_group,size_bin_char
548,220,KL-W11,Continuous,25,10,47.9615384615385,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-25,46,176.7145868,0,0,2015-03-25,44,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,45,neutral,fusiform,carnivore,4
549,220,KL-W11,Continuous,25,10,47.9615384615385,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-25,46,176.7145868,0,0,2015-03-25,44,2000,2,0.001,-0.001,0.001,-0.693147180559945,45,neutral,fusiform,carnivore,5
550,220,KL-W11,Continuous,25,10,47.9615384615385,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,1,0,demersal,solitary,94,cryptic,0,2015-03-25,46,176.7145868,0,0,2015-03-25,44,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,45,silvering,fusiform,invertivore,6
551,220,KL-W11,Continuous,25,10,47.9615384615385,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-03-25,46,176.7145868,0,0,2015-03-25,44,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,45,neutral,fusiform,carnivore,6
552,220,KL-W11,Continuous,25,10,47.9615384615385,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2015-03-25,46,176.7145868,0,0,2015-03-25,44,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,45,neutral,fusiform,carnivore,2
553,220,KL-W11,Continuous,25,10,47.9615384615385,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,1,1,demersal,solitary,33,conspicuous,1,2015-03-25,46,176.7145868,0,0,2015-03-25,44,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,45,neutral,fusiform,carnivore,6
554,220,KL-W11,Continuous,25,10,47.9615384615385,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2015-03-25,46,176.7145868,0,0,2015-03-25,44,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,45,neutral,fusiform,carnivore,6
555,220,KL-W11,Continuous,25,10,47.9615384615385,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-25,46,176.7145868,0,0,2015-03-25,44,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,45,camouflage,anguilliform,carnivore,6
556,221,KL-W8,Continuous,45,10,28.7692307692308,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-25,61,176.7145868,1,0.00565884241990599,2015-03-25,65,2000,3,0.0015,0.00415884241990599,0.00715884241990599,0.979654926746365,63,neutral,fusiform,carnivore,3
557,221,KL-W8,Continuous,45,10,28.7692307692308,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-25,61,176.7145868,0,0,2015-03-25,65,2000,2,0.001,-0.001,0.001,-0.693147180559945,63,neutral,fusiform,carnivore,4
558,221,KL-W8,Continuous,45,10,28.7692307692308,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-25,61,176.7145868,0,0,2015-03-25,65,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,63,neutral,fusiform,carnivore,5
559,221,KL-W8,Continuous,45,10,28.7692307692308,Perciformes,Sphyraenidae,Sphyraena barracuda,barracuda,6,1,0,demersal,solitary,180,cryptic,0,2015-03-25,61,176.7145868,0,0,2015-03-25,65,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,63,silvering,elongated,carnivore,6
560,221,KL-W8,Continuous,45,10,28.7692307692308,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,1,1,demersal,solitary,33,conspicuous,1,2015-03-25,61,176.7145868,0,0,2015-03-25,65,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,63,neutral,fusiform,carnivore,6
561,221,KL-W8,Continuous,45,10,28.7692307692308,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,1,1,demersal,solitary,250,none,1,2015-03-25,61,176.7145868,0,0,2015-03-25,65,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,63,neutral,anguilliform,carnivore,6
562,221,KL-W8,Continuous,45,10,28.7692307692308,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2015-03-25,61,176.7145868,0,0,2015-03-25,65,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,63,neutral,fusiform,carnivore,6
563,221,KL-W8,Continuous,45,10,28.7692307692308,Perciformes,Epinephelidae,Epinephelus guttatus,red hind,6,1,0,demersal,solitary,76,conspicuous,0,2015-03-25,61,176.7145868,0,0,2015-03-25,65,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,63,neutral,fusiform,invertivore,6
564,222,Benwood Ledge,Continuous,20,15,51,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,1,0,demersal,solitary,94,cryptic,0,2015-03-26,51,176.7145868,2,0.011317684839812,2015-03-26,50,2000,1,5e-4,0.010817684839812,0.011817684839812,2.10557091349182,50.5,silvering,fusiform,invertivore,6
565,222,Benwood Ledge,Continuous,20,15,51,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-26,51,176.7145868,1,0.00565884241990599,2015-03-26,50,2000,1,5e-4,0.00515884241990599,0.00615884241990599,1.49048055051236,50.5,neutral,fusiform,carnivore,3
566,222,Benwood Ledge,Continuous,20,15,51,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2015-03-26,51,176.7145868,0,0,2015-03-26,50,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,50.5,neutral,fusiform,carnivore,2
568,222,Benwood Ledge,Continuous,20,15,51,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-26,51,176.7145868,0,0,2015-03-26,50,2000,6,0.003,-0.003,0.003,-1.38629436111989,50.5,neutral,fusiform,carnivore,5
569,222,Benwood Ledge,Continuous,20,15,51,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-26,51,176.7145868,0,0,2015-03-26,50,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,50.5,camouflage,anguilliform,carnivore,6
570,222,Benwood Ledge,Continuous,20,15,51,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-03-26,51,176.7145868,0,0,2015-03-26,50,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,50.5,neutral,fusiform,carnivore,6
571,222,Benwood Ledge,Continuous,20,15,51,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,5,1,0,benthic,solitary,200,conspicuous,1,2015-03-26,51,176.7145868,0,0,2015-03-26,50,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,50.5,camouflage,anguilliform,carnivore,5
572,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,1,0,demersal,solitary,94,cryptic,0,2015-03-26,54,176.7145868,2,0.011317684839812,2015-03-26,74,2000,1,5e-4,0.010817684839812,0.011817684839812,2.10557091349182,64,silvering,fusiform,invertivore,6
573,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2015-03-26,54,176.7145868,1,0.00565884241990599,2015-03-26,74,2000,1,5e-4,0.00515884241990599,0.00615884241990599,1.49048055051236,64,neutral,fusiform,carnivore,2
574,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-26,54,176.7145868,0.25,0.0014147106049765,2015-03-26,74,2000,0,0,0.0014147106049765,0.0014147106049765,0.881579447616203,64,neutral,fusiform,carnivore,3
575,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-26,54,176.7145868,2.75,0.0155618166547415,2015-03-26,74,2000,1,5e-4,0.0150618166547415,0.0160618166547415,2.40163473620547,64,neutral,fusiform,carnivore,4
576,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-26,54,176.7145868,1,0.00565884241990599,2015-03-26,74,2000,6,0.003,0.00265884241990599,0.008658842419906,0.509651297500629,64,neutral,fusiform,carnivore,5
578,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,1,1,1,demersal,solitary,33,conspicuous,1,2015-03-26,54,176.7145868,0,0,2015-03-26,74,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,64,neutral,fusiform,carnivore,1
579,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,1,1,demersal,solitary,33,conspicuous,1,2015-03-26,54,176.7145868,0,0,2015-03-26,74,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,64,neutral,fusiform,carnivore,6
580,223,Dixie Ledge,Continuous,30,10,48.3461538461538,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,1,0,demersal,solitary,100,conspicuous,1,2015-03-26,54,176.7145868,0,0,2015-03-26,74,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,64,neutral,fusiform,carnivore,6
581,225,KL-P4,Patch,30,30,28.9333333333333,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-26,15,28.27433388,1,0.0353677651344195,2015-03-26,17,576,0,0,0.0353677651344195,0.0353677651344195,3.59368280906083,16,neutral,fusiform,carnivore,5
582,225,KL-P4,Patch,30,30,28.9333333333333,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-26,15,28.27433388,0,0,2015-03-26,17,576,2,0.00347222222222222,-0.00347222222222222,0.00347222222222222,-1.49788542652835,16,camouflage,anguilliform,carnivore,6
583,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-03-26,15,28.27433388,0,0,2015-03-26,17,576,2,0.00347222222222222,-0.00347222222222222,0.00347222222222222,-1.49788542652835,16,neutral,fusiform,carnivore,6
584,225,KL-P4,Patch,30,30,28.9333333333333,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,1,1,demersal,solitary,250,none,1,2015-03-26,15,28.27433388,0,0,2015-03-26,17,576,1,0.00173611111111111,-0.00173611111111111,0.00173611111111111,-1.00653760972193,16,neutral,anguilliform,carnivore,6
585,225,KL-P4,Patch,30,30,28.9333333333333,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,3,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-26,15,28.27433388,0,0,2015-03-26,17,576,1,0.00173611111111111,-0.00173611111111111,0.00173611111111111,-1.00653760972193,16,neutral,fusiform,carnivore,3
586,225,KL-P4,Patch,30,30,28.9333333333333,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-26,15,28.27433388,0,0,2015-03-26,17,576,2,0.00347222222222222,-0.00347222222222222,0.00347222222222222,-1.49788542652835,16,neutral,fusiform,carnivore,4
587,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Epinephelidae,Epinephelus morio,red grouper,4,1,0,demersal,solitary,125,none,1,2015-03-26,15,28.27433388,0,0,2015-03-26,17,576,1,0.00173611111111111,-0.00173611111111111,0.00173611111111111,-1.00653760972193,16,neutral,fusiform,carnivore,4
588,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2015-03-26,15,28.27433388,0,0,2015-03-26,17,576,1,0.00173611111111111,-0.00173611111111111,0.00173611111111111,-1.00653760972193,16,neutral,fusiform,carnivore,6
589,225,KL-P4,Patch,30,30,28.9333333333333,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,3,1,0,benthic,solitary,200,conspicuous,1,2015-03-26,15,28.27433388,0,0,2015-03-26,17,576,2,0.00347222222222222,-0.00347222222222222,0.00347222222222222,-1.49788542652835,16,camouflage,anguilliform,carnivore,3
590,225,KL-P4,Patch,30,30,28.9333333333333,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,5,1,0,benthic,solitary,200,conspicuous,1,2015-03-26,15,28.27433388,0,0,2015-03-26,17,576,2,0.00347222222222222,-0.00347222222222222,0.00347222222222222,-1.49788542652835,16,camouflage,anguilliform,carnivore,5
592,226,KL-P8,Patch,50,25,41.84375,Perciformes,Epinephelidae,Epinephelus morio,red grouper,5,1,0,demersal,solitary,125,none,1,2015-03-26,12,28.27433388,0,0,2015-03-26,16,3990,1,2.5062656641604e-4,-2.5062656641604e-4,2.5062656641604e-4,-0.223644678861655,14,neutral,fusiform,carnivore,5
594,226,KL-P8,Patch,50,25,41.84375,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-03-26,12,28.27433388,0,0,2015-03-26,16,3990,2,5.0125313283208e-4,-5.0125313283208e-4,5.0125313283208e-4,-0.406300181225586,14,neutral,fusiform,carnivore,6
595,226,KL-P8,Patch,50,25,41.84375,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,1,0,demersal,solitary,145,none,1,2015-03-26,12,28.27433388,0,0,2015-03-26,16,3990,1,2.5062656641604e-4,-2.5062656641604e-4,2.5062656641604e-4,-0.223644678861655,14,neutral,fusiform,carnivore,6
596,226,KL-P8,Patch,50,25,41.84375,Perciformes,Epinephelidae,Epinephelus morio,red grouper,4,1,0,demersal,solitary,125,none,1,2015-03-26,12,28.27433388,0,0,2015-03-26,16,3990,1,2.5062656641604e-4,-2.5062656641604e-4,2.5062656641604e-4,-0.223644678861655,14,neutral,fusiform,carnivore,4
597,226,KL-P8,Patch,50,25,41.84375,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2015-03-26,12,28.27433388,0,0,2015-03-26,16,3990,1,2.5062656641604e-4,-2.5062656641604e-4,2.5062656641604e-4,-0.223644678861655,14,neutral,fusiform,carnivore,6
598,226,KL-P8,Patch,50,25,41.84375,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,3,1,0,benthic,solitary,200,conspicuous,1,2015-03-26,12,28.27433388,0,0,2015-03-26,16,3990,1,2.5062656641604e-4,-2.5062656641604e-4,2.5062656641604e-4,-0.223644678861655,14,camouflage,anguilliform,carnivore,3
599,226,KL-P8,Patch,50,25,41.84375,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,5,1,0,benthic,solitary,200,conspicuous,1,2015-03-26,12,28.27433388,0,0,2015-03-26,16,3990,1,2.5062656641604e-4,-2.5062656641604e-4,2.5062656641604e-4,-0.223644678861655,14,camouflage,anguilliform,carnivore,5
600,226,KL-P8,Patch,50,25,41.84375,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-26,12,28.27433388,0,0,2015-03-26,16,3990,1,2.5062656641604e-4,-2.5062656641604e-4,2.5062656641604e-4,-0.223644678861655,14,camouflage,anguilliform,carnivore,6
601,227,Benwood Ledge,Continuous,40,10,51,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,1,0,demersal,solitary,94,cryptic,0,2015-10-22,47,153.93804,1,0.00649612012729277,2015-10-22,55.5,2000,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,51.25,silvering,fusiform,invertivore,6
602,227,Benwood Ledge,Continuous,40,10,51,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-10-22,47,153.93804,0,0,2015-10-22,55.5,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,51.25,neutral,fusiform,carnivore,4
603,227,Benwood Ledge,Continuous,40,10,51,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-10-22,47,153.93804,0,0,2015-10-22,55.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,51.25,neutral,fusiform,carnivore,6
604,227,Benwood Ledge,Continuous,40,10,51,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-10-22,47,153.93804,0,0,2015-10-22,55.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,51.25,neutral,fusiform,carnivore,3
605,227,Benwood Ledge,Continuous,40,10,51,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-10-22,47,153.93804,0,0,2015-10-22,55.5,2000,4,0.002,-0.002,0.002,-1.09861228866811,51.25,neutral,fusiform,carnivore,5
606,228,KL-W2,Continuous,35,10,30.6,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-10-22,51,153.93804,1,0.00649612012729277,2015-10-22,60.5,2000,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,55.75,neutral,fusiform,carnivore,3
608,228,KL-W2,Continuous,35,10,30.6,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-10-22,51,153.93804,0,0,2015-10-22,60.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,55.75,neutral,fusiform,carnivore,6
609,228,KL-W2,Continuous,35,10,30.6,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,1,1,1,demersal,solitary,33,conspicuous,1,2015-10-22,51,153.93804,0,0,2015-10-22,60.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,55.75,neutral,fusiform,carnivore,1
610,228,KL-W2,Continuous,35,10,30.6,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-10-22,51,153.93804,0,0,2015-10-22,60.5,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,55.75,neutral,fusiform,carnivore,5
611,229,Dixie Ledge,Continuous,25,5,48.3461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-10-23,53,153.93804,1,0.00649612012729277,2015-10-23,74,2000,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,63.5,neutral,fusiform,carnivore,3
612,229,Dixie Ledge,Continuous,25,5,48.3461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-10-23,53,153.93804,1,0.00649612012729277,2015-10-23,74,2000,1,5e-4,0.00599612012729277,0.00699612012729277,1.60892046221886,63.5,neutral,fusiform,carnivore,4
614,229,Dixie Ledge,Continuous,25,5,48.3461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2015-10-23,53,153.93804,0,0,2015-10-23,74,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,63.5,neutral,fusiform,carnivore,2
615,229,Dixie Ledge,Continuous,25,5,48.3461538461538,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-10-23,53,153.93804,0,0,2015-10-23,74,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,63.5,neutral,fusiform,carnivore,5
616,229,Dixie Ledge,Continuous,25,5,48.3461538461538,Perciformes,Epinephelidae,Rypticus saponaceus,greater soapfish,5,1,0,demersal,solitary,35,none,1,2015-10-23,53,153.93804,0,0,2015-10-23,74,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,63.5,neutral,fusiform,carnivore,5
617,229,Dixie Ledge,Continuous,25,5,48.3461538461538,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,1,1,demersal,solitary,250,none,1,2015-10-23,53,153.93804,0,0,2015-10-23,74,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,63.5,neutral,anguilliform,carnivore,6
619,230,KL-W7,Continuous,45,15,52.8076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2015-10-23,52,153.93804,0,0,2015-10-23,51.5,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,51.75,neutral,fusiform,carnivore,2
620,230,KL-W7,Continuous,45,15,52.8076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-10-23,52,153.93804,0,0,2015-10-23,51.5,2000,2,0.001,-0.001,0.001,-0.693147180559945,51.75,neutral,fusiform,carnivore,3
621,230,KL-W7,Continuous,45,15,52.8076923076923,Perciformes,Epinephelidae,Rypticus saponaceus,greater soapfish,5,1,0,demersal,solitary,35,none,1,2015-10-23,52,153.93804,0,0,2015-10-23,51.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,51.75,neutral,fusiform,carnivore,5
623,230,KL-W7,Continuous,45,15,52.8076923076923,Perciformes,Epinephelidae,Cephalopholis fulva,coney,5,1,1,demersal,solitary,41,conspicuous,1,2015-10-23,52,153.93804,0,0,2015-10-23,51.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,51.75,neutral,fusiform,carnivore,5
624,230,KL-W7,Continuous,45,15,52.8076923076923,Perciformes,Epinephelidae,Rypticus saponaceus,greater soapfish,4,1,0,demersal,solitary,35,none,1,2015-10-23,52,153.93804,0,0,2015-10-23,51.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,51.75,neutral,fusiform,carnivore,4
625,230,KL-W7,Continuous,45,15,52.8076923076923,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,1,0,demersal,solitary,100,conspicuous,1,2015-10-23,52,153.93804,0,0,2015-10-23,51.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,51.75,neutral,fusiform,carnivore,6
626,231,KL-W8,Continuous,10,5,28.7692307692308,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-10-23,53,153.93804,0,0,2015-10-23,54,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,53.5,neutral,fusiform,carnivore,3
627,231,KL-W8,Continuous,10,5,28.7692307692308,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-10-23,53,153.93804,0,0,2015-10-23,54,2000,5,0.0025,-0.0025,0.0025,-1.25276296849537,53.5,neutral,fusiform,carnivore,4
628,231,KL-W8,Continuous,10,5,28.7692307692308,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,1,0,demersal,solitary,94,cryptic,0,2015-10-23,53,153.93804,0,0,2015-10-23,54,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,53.5,silvering,fusiform,invertivore,6
629,231,KL-W8,Continuous,10,5,28.7692307692308,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2015-10-23,53,153.93804,0,0,2015-10-23,54,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,53.5,neutral,fusiform,carnivore,2
630,231,KL-W8,Continuous,10,5,28.7692307692308,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-10-23,53,153.93804,0,0,2015-10-23,54,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,53.5,neutral,fusiform,carnivore,5
631,231,KL-W8,Continuous,10,5,28.7692307692308,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,1,0,demersal,solitary,100,conspicuous,1,2015-10-23,53,153.93804,0,0,2015-10-23,54,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,53.5,neutral,fusiform,carnivore,6
632,231,KL-W8,Continuous,10,5,28.7692307692308,Perciformes,Epinephelidae,Epinephelus adscensionis,rock hind,6,1,0,demersal,solitary,60,conspicuous,1,2015-10-23,53,153.93804,0,0,2015-10-23,54,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,53.5,neutral,fusiform,invertivore,6
633,231,KL-W8,Continuous,10,5,28.7692307692308,Scorpaeniformes,Scorpaenidae,Scorpaena plumieri,spotted scorpionfish,5,1,0,demersal,solitary,50,cryptic,1,2015-10-23,53,153.93804,0,0,2015-10-23,54,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,53.5,camouflage,fusiform,carnivore,5
634,232,BISC-W12,Continuous,29.4,5,37.8076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-10-24,64.72,153.93804,1,0.00649612012729277,2015-10-24,58.5,2000,3,0.0015,0.00499612012729277,0.00799612012729277,1.09809483845287,61.61,neutral,fusiform,carnivore,3
635,232,BISC-W12,Continuous,29.4,5,37.8076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-10-24,64.72,153.93804,0,0,2015-10-24,58.5,2000,5,0.0025,-0.0025,0.0025,-1.25276296849537,61.61,neutral,fusiform,carnivore,4
637,232,BISC-W12,Continuous,29.4,5,37.8076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-10-24,64.72,153.93804,0,0,2015-10-24,58.5,2000,5,0.0025,-0.0025,0.0025,-1.25276296849537,61.61,neutral,fusiform,carnivore,5
638,232,BISC-W12,Continuous,29.4,5,37.8076923076923,Perciformes,Epinephelidae,Rypticus saponaceus,greater soapfish,6,1,0,demersal,solitary,35,none,1,2015-10-24,64.72,153.93804,0,0,2015-10-24,58.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,61.61,neutral,fusiform,carnivore,6
639,232,BISC-W12,Continuous,29.4,5,37.8076923076923,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,1,0,demersal,solitary,100,conspicuous,1,2015-10-24,64.72,153.93804,0,0,2015-10-24,58.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,61.61,neutral,fusiform,carnivore,6
640,232,BISC-W12,Continuous,29.4,5,37.8076923076923,Perciformes,Epinephelidae,Epinephelus guttatus,red hind,6,1,0,demersal,solitary,76,conspicuous,0,2015-10-24,64.72,153.93804,0,0,2015-10-24,58.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,61.61,neutral,fusiform,invertivore,6
641,233,KL-W11,Continuous,5,5,47.9615384615385,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2015-10-24,44,153.93804,1,0.00649612012729277,2015-10-24,40.5,2000,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,42.25,neutral,fusiform,carnivore,2
