"","session","species","size_bin","SVC_abundance"
"3756",273,"mahogany snapper",4,1
"3757",273,"yellowtail snapper",3,1
"3758",273,"french grunt",2,1
"3759",273,"spotted moray",6,1
"3760",273,"hogfish",4,1
"3761",273,"striped parrotfish",2,11.25
"3762",273,"caesar grunt",4,1
"3763",273,"hogfish",5,1
"3764",273,"beaugregory",2,1
"3765",273,"gray snapper",5,1
"3766",274,"white grunt",3,2
"3767",274,"stoplight parrotfish",1,1
"3768",274,"striped parrotfish",1,3
"3769",274,"caesar grunt",3,8
"3770",274,"gray snapper",3,1
"3771",274,"bluestriped grunt",2,1
"3772",274,"lane snapper",3,5
"3773",274,"spanish grunt",1,1
"3774",274,"tomtate",1,7.5
"3775",274,"french grunt",1,1
"3776",274,"gray snapper",4,14
"3777",274,"bluestriped grunt",3,10
"3778",274,"spanish grunt",2,6
"3779",274,"french grunt",2,4
"3780",274,"barracuda",6,1
"3781",274,"spotfin butterflyfish",2,1
"3782",274,"stoplight parrotfish",2,2
"3783",274,"tomtate",2,2.5
